Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Z115238256,O=C(N1CCN(CC1)S(=O)(=O)c1c(C)noc1C)Cc1n[nH]c(=O)c2c1cccc2,C19H21N5O5S,431.47,30,15,0.37,5,8,1,115.68,137.85,2.54,0.51,0.92,0.47,1.54,1.20,-2.88,5.74e-01,1.33e-03,Soluble,-2.98,4.57e-01,1.06e-03,Soluble,-5.32,2.06e-03,4.76e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-8.57,0,0,0,1,0,0.55,0,0,1,3.60
Z239887412,Brc1cc2OCCOc2cc1CN1C(=O)N([C@](C1=O)(C)c1oc2c(c1)cccc2)Cc1cc2OCCOc2cc1Br,C30H24Br2N2O7,684.33,41,21,0.27,5,7,0,163.51,90.68,5.07,5.45,5.21,3.34,5.92,5.00,-7.57,1.86e-05,2.72e-08,Poorly soluble,-7.11,5.30e-05,7.75e-08,Poorly soluble,-10.13,5.03e-08,7.35e-11,Insoluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.60,1,2,0,0,2,0.55,0,1,2,4.52
Z4927214745,O=C1NC(=O)[C@@H](C1)CC(=O)N1Cc2ccccc2C[C@@H]1CNC(=O)c1cccc2n1cnn2,C23H22N6O4,446.46,33,15,0.30,7,6,2,123.79,125.77,2.26,0.58,-0.45,1.35,0.92,0.93,-2.85,6.34e-01,1.42e-03,Soluble,-2.79,7.17e-01,1.61e-03,Soluble,-5.51,1.37e-03,3.08e-06,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-8.61,0,1,0,0,0,0.55,0,1,1,3.73
Z30562333,COc1ccccc1NS(=O)(=O)c1cc(ccc1C)NC(=O)COc1ccc2c(c1)oc(=O)cc2C,C26H24N2O7S,508.54,36,22,0.15,9,7,2,136.35,132.32,3.12,3.56,4.94,1.95,3.77,3.47,-5.09,4.10e-03,8.05e-06,Moderately soluble,-6.02,4.81e-04,9.46e-07,Poorly soluble,-9.48,1.68e-07,3.30e-10,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-6.87,1,2,0,1,0,0.55,0,1,3,3.92
Z994876732,CC(N(CC(=O)N1c2ccccc2NC(=O)C21CCCC2)Cc1nc2ccccc2c(=O)[nH]1)C,C26H29N5O3,459.54,34,16,0.38,6,5,2,138.60,98.40,2.99,2.69,2.33,2.47,3.49,2.79,-4.34,2.12e-02,4.61e-05,Moderately soluble,-4.41,1.79e-02,3.90e-05,Moderately soluble,-7.46,1.59e-05,3.46e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.19,0,1,0,0,0,0.55,0,0,1,3.92
Z26538276,O=C(Cn1[nH]c(=O)c2c(c1=O)cccc2)Nc1ccc(c(c1)S(=O)(=O)Nc1ccc(cc1)Cl)N1CCCCC1,C27H26ClN5O5S,568.04,39,22,0.22,8,5,3,155.50,141.75,2.94,3.65,4.09,3.41,2.94,3.41,-5.55,1.60e-03,2.81e-06,Moderately soluble,-6.32,2.75e-04,4.84e-07,Poorly soluble,-8.81,8.74e-07,1.54e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.17,1,2,1,1,0,0.55,1,0,3,3.96
Z30003503,COc1ccccc1NS(=O)(=O)c1cccc(c1)NC(=O)Cn1[nH]c(=O)c2c(c1=O)cccc2,C23H20N4O6S,480.49,34,22,0.09,8,6,3,127.53,147.74,1.87,2.03,2.84,1.58,1.83,2.03,-4.05,4.29e-02,8.94e-05,Moderately soluble,-4.76,8.34e-03,1.74e-05,Moderately soluble,-7.71,9.48e-06,1.97e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-7.79,0,1,1,1,0,0.55,0,0,2,3.53
Z54340450,COc1ccccc1NS(=O)(=O)c1ccc2c(c1)nc(o2)SCC(=O)c1ccc2c(c1)NC(=O)CO2,C24H19N3O7S2,525.55,36,21,0.12,8,8,2,135.87,170.51,3.12,3.47,4.26,0.94,2.86,2.93,-5.19,3.41e-03,6.48e-06,Moderately soluble,-6.73,9.72e-05,1.85e-07,Poorly soluble,-8.54,1.51e-06,2.88e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.04,1,2,1,1,1,0.55,0,0,2,3.81
Z54314525,O=C(c1cccc(c1)S(=O)(=O)N1CCc2c(C1)cccc2)OCc1nc2ccsc2c(=O)[nH]1,C23H19N3O5S2,481.54,33,21,0.17,6,7,1,128.06,146.05,2.87,2.96,3.48,2.42,4.20,3.19,-4.77,8.27e-03,1.72e-05,Moderately soluble,-5.69,9.84e-04,2.04e-06,Moderately soluble,-7.57,1.31e-05,2.72e-08,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.14,0,1,1,1,0,0.55,0,0,1,3.53
Z62932477,CN(C(=O)Cc1n[nH]c(=O)c2c1cccc2)Cc1cn(nc1c1ccccc1)c1ccccc1,C27H23N5O2,449.50,34,27,0.11,7,4,1,131.89,83.88,3.31,3.77,3.83,3.43,4.40,3.75,-5.13,3.35e-03,7.45e-06,Moderately soluble,-5.22,2.68e-03,5.96e-06,Moderately soluble,-9.16,3.14e-07,6.98e-10,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.37,0,1,0,0,0,0.55,0,0,2,3.45
Z84961669,Fc1ccc(c(c1)C)S(=O)(=O)Nc1ccc(cc1)C(=O)N(Cc1nc2ccccc2c(=O)[nH]1)C,C24H21FN4O4S,480.51,34,22,0.12,7,6,2,126.79,120.61,2.90,2.87,4.60,2.56,3.56,3.30,-4.64,1.09e-02,2.27e-05,Moderately soluble,-5.06,4.16e-03,8.67e-06,Moderately soluble,-8.83,7.06e-07,1.47e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.19,0,1,0,0,0,0.55,0,0,1,3.18
Z84963072,CN(C(=O)c1cccc(c1)S(=O)(=O)Nc1ccc2c(c1)OCO2)Cc1nc2ccccc2c(=O)[nH]1,C24H20N4O6S,492.50,35,22,0.12,7,7,2,127.92,139.07,2.86,2.22,3.46,1.85,2.45,2.57,-4.30,2.50e-02,5.07e-05,Moderately soluble,-4.78,8.26e-03,1.68e-05,Moderately soluble,-7.91,6.10e-06,1.24e-08,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.73,0,1,0,1,0,0.55,0,0,1,3.39
Z87672929,O=C(Nc1ccc(cc1)NS(=O)(=O)c1ccc(cc1)F)CCn1[nH]c(=O)c2c(c1=O)cccc2,C23H19FN4O5S,482.48,34,22,0.09,8,6,3,125.80,138.51,2.18,2.06,3.78,2.99,2.58,2.72,-4.08,4.01e-02,8.32e-05,Moderately soluble,-4.60,1.22e-02,2.53e-05,Moderately soluble,-8.26,2.66e-06,5.51e-09,Poorly soluble,Low,No,No,No,Yes,No,No,No,-7.78,0,1,0,1,0,0.55,0,0,2,3.25
Z88479883,O=C(CCn1[nH]c(=O)c2c(c1=O)cccc2)NC[C@@H]1C[C@@H]2c3c([C@H]1c1c2cccc1)cccc3,C28H25N3O3,451.52,34,22,0.25,6,3,2,131.81,83.96,3.12,3.47,3.49,4.53,4.79,3.88,-4.91,5.58e-03,1.24e-05,Moderately soluble,-4.92,5.49e-03,1.22e-05,Moderately soluble,-8.85,6.38e-07,1.41e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.59,1,1,0,0,0,0.55,0,0,1,4.39
Z91060847,O=C(c1[nH]c2c(c1C)C(=O)CC(C2)(C)C)N1CCN(CC1)Cc1cccc2c1cccc2,C27H31N3O2,429.55,32,15,0.41,4,3,1,135.89,56.41,3.61,4.39,3.68,2.75,5.53,3.99,-5.35,1.91e-03,4.45e-06,Moderately soluble,-5.29,2.20e-03,5.11e-06,Moderately soluble,-7.98,4.51e-06,1.05e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.80,0,1,0,0,0,0.55,0,0,2,3.51
Z295691046,O=C([C@H](N1C(=O)[C@@H]2[C@H](C1=O)CC=CC2)C)N1CCN(CC1)Cc1cc(=O)n2c(n1)cccc2,C24H27N5O4,449.50,33,10,0.46,5,6,0,132.75,95.30,3.37,-0.19,-0.62,0.96,0.61,0.83,-2.40,1.78e+00,3.97e-03,Soluble,-1.36,1.98e+01,4.41e-02,Very soluble,-3.26,2.47e-01,5.50e-04,Soluble,High,No,No,No,No,No,No,No,-9.18,0,2,0,0,0,0.55,0,2,1,4.37
Z1849492791,OC1CCN(CC1)c1cnn(c(=O)c1)[C@H]1CCCN(C1)Cc1cncc2c1cccc2,C24H29N5O2,419.52,31,16,0.46,4,5,1,128.89,74.49,3.40,1.94,1.68,1.78,2.04,2.17,-3.78,6.94e-02,1.66e-04,Soluble,-3.13,3.12e-01,7.44e-04,Soluble,-5.28,2.22e-03,5.28e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.48,0,0,0,0,0,0.55,0,0,1,4.11
Z101494566,CN(C(=O)c1cccc(c1)NS(=O)(=O)c1ccc(c(c1)F)F)Cc1nc2ccccc2c(=O)[nH]1,C23H18F2N4O4S,484.48,34,22,0.09,7,7,2,121.78,120.61,3.01,2.60,4.85,2.99,3.46,3.38,-4.50,1.54e-02,3.17e-05,Moderately soluble,-4.78,8.00e-03,1.65e-05,Moderately soluble,-8.72,9.21e-07,1.90e-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,Yes,-7.41,0,1,0,0,0,0.55,0,0,1,3.14
Z101498550,Cc1ccc(c(c1)S(=O)(=O)Nc1cccc(c1)C(=O)N(Cc1nc2ccccc2c(=O)[nH]1)C)C,C25H24N4O4S,476.55,34,22,0.16,7,5,2,131.79,120.61,2.50,3.13,4.35,2.40,3.66,3.21,-4.78,7.85e-03,1.65e-05,Moderately soluble,-5.33,2.22e-03,4.66e-06,Moderately soluble,-8.95,5.41e-07,1.14e-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.98,0,1,0,0,0,0.55,0,0,1,3.38
Z15966513,O=C(CCc1nc2ccccc2c(=O)[nH]1)OCC(=O)N1c2ccccc2Sc2c1cccc2,C25H19N3O4S,457.50,33,22,0.12,7,5,1,129.07,117.66,2.83,3.24,3.85,3.79,4.67,3.68,-4.75,8.15e-03,1.78e-05,Moderately soluble,-5.38,1.89e-03,4.13e-06,Moderately soluble,-8.43,1.70e-06,3.72e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.79,0,0,0,0,0,0.55,0,0,1,3.52
Z15968907,Clc1ccccc1n1c(SCN2C(=O)c3c(C2=O)cccc3)nnc1Cn1cnc2c1cccc2,C25H17ClN6O2S,500.96,35,26,0.08,6,5,0,136.93,111.21,2.83,4.48,4.28,4.22,3.31,3.83,-5.92,5.99e-04,1.20e-06,Moderately soluble,-6.54,1.46e-04,2.91e-07,Poorly soluble,-8.30,2.52e-06,5.02e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.18,2,2,0,0,0,0.17,0,1,2,3.51
Z56947422,COc1ccccc1NS(=O)(=O)c1cccc(c1)NC(=O)[C@@H](N1C(=O)c2c(C1=O)cccc2)Cc1ccccc1,C30H25N3O6S,555.60,40,24,0.10,10,6,2,153.45,130.26,3.04,4.29,4.66,2.11,3.35,3.49,-5.77,9.40e-04,1.69e-06,Moderately soluble,-6.74,1.01e-04,1.83e-07,Poorly soluble,-9.93,6.57e-08,1.18e-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.64,1,2,0,0,0,0.55,0,1,3,4.05
Z102620544,O=C(N1CCCCCC1)C1CCN(CC1)C(=O)c1cc(ccc1N1CCOCC1)S(=O)(=O)N,C23H34N4O5S,478.60,33,6,0.65,6,6,1,135.83,121.63,2.32,0.85,1.36,0.73,0.69,1.19,-3.08,3.97e-01,8.29e-04,Soluble,-2.99,4.93e-01,1.03e-03,Soluble,-3.39,1.95e-01,4.07e-04,Soluble,High,No,Yes,No,No,No,No,No,-8.62,0,1,0,0,0,0.55,0,0,1,3.44
Z1546683240,C[C@H]1O[C@H](C)CN(C1)c1nc2ccccc2nc1N1CCC[C@H](C1)c1nnc2n1cccc2,C25H29N7O,443.54,33,19,0.44,3,5,0,135.36,71.68,4.02,4.14,2.91,3.01,1.88,3.19,-5.43,1.66e-03,3.75e-06,Moderately soluble,-5.35,1.97e-03,4.44e-06,Moderately soluble,-6.04,4.08e-04,9.20e-07,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,No,-6.07,0,1,0,0,0,0.55,0,0,2,4.71
Z90866044,CN1CCCN(c2c1nc1ccccc1n2)C(=O)CCc1nc2ccccc2c(=O)[nH]1,C23H22N6O2,414.46,31,20,0.26,4,5,1,126.74,95.08,2.82,1.82,1.91,2.28,3.14,2.40,-3.77,7.04e-02,1.70e-04,Soluble,-3.44,1.52e-01,3.66e-04,Soluble,-7.24,2.38e-05,5.74e-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-7.54,0,0,0,0,0,0.55,0,0,1,3.35
Z94792548,O=C1N[C@@H](Nc2c1cccc2)c1cn(nc1c1ccc2c(c1)OCCCO2)Cc1ccccc1,C27H24N4O3,452.50,34,23,0.19,4,4,2,135.81,77.41,3.33,4.22,3.34,2.99,3.88,3.55,-5.54,1.30e-03,2.88e-06,Moderately soluble,-5.56,1.26e-03,2.78e-06,Moderately soluble,-8.86,6.22e-07,1.37e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.06,0,1,0,0,0,0.55,0,0,2,4.10
Z1144253275,O=C(Cc1n[nH]c(=O)c2c1cccc2)Nc1ccc(c(c1)Cl)C(=O)N1CCCCC1,C22H21ClN4O3,424.88,30,16,0.27,6,4,2,120.29,95.16,2.40,2.96,2.81,3.04,4.16,3.07,-4.34,1.95e-02,4.59e-05,Moderately soluble,-4.62,1.02e-02,2.39e-05,Moderately soluble,-7.35,1.92e-05,4.51e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.79,0,0,0,0,0,0.55,0,0,1,2.84
Z31275803,COc1ccc(cc1)NS(=O)(=O)c1cccc(c1)N/C=C/1\C(=O)N(c2ccc(c(c2)C)C)C(=O)c2c1cccc2,C31H27N3O5S,553.63,40,24,0.10,7,5,2,159.03,113.19,3.62,5.44,6.07,3.34,4.29,4.55,-6.68,1.15e-04,2.08e-07,Poorly soluble,-7.57,1.48e-05,2.67e-08,Poorly soluble,-10.61,1.36e-08,2.45e-11,Insoluble,Low,No,No,No,Yes,Yes,No,Yes,-5.81,1,3,0,1,1,0.55,0,2,2,4.00
Z1000944342,O=C1NC(=O)[C@@](N1)(C)c1cccc(c1)CNC(=O)c1cc(nc2c1cccc2)c1ccc(cc1)F,C27H21FN4O3,468.48,35,22,0.11,6,5,3,136.00,100.19,3.01,3.64,3.42,3.09,4.84,3.60,-5.11,3.66e-03,7.82e-06,Moderately soluble,-5.43,1.73e-03,3.69e-06,Moderately soluble,-10.36,2.04e-08,4.35e-11,Insoluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.57,0,1,0,0,0,0.55,0,1,2,3.56
Z338553690,CN(C(=O)C1(CCCC1)c1ccc(cc1)C(C)(C)C)Cc1nc2ccccc2c(=O)[nH]1,C26H31N3O2,417.54,31,16,0.42,6,3,1,125.60,66.06,3.60,4.92,4.54,4.00,5.78,4.57,-5.51,1.28e-03,3.06e-06,Moderately soluble,-6.04,3.77e-04,9.04e-07,Poorly soluble,-8.32,1.98e-06,4.75e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,2,3.17
Z30412936,O=C(Nc1cccc(c1)c1nnc2n1CCCCC2)CCc1nc2ccccc2c(=O)[nH]1,C24H24N6O2,428.49,32,21,0.29,6,5,2,123.52,105.56,2.48,1.67,3.29,3.17,3.91,2.91,-3.64,9.85e-02,2.30e-04,Soluble,-3.50,1.35e-01,3.16e-04,Soluble,-8.00,4.25e-06,9.91e-09,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.73,0,0,0,0,0,0.55,0,0,1,3.57
Z109079796,O=C(Cn1ncc(=O)c2c1cccc2)Nc1cccc(c1)c1nnc2n1CCCCC2,C23H22N6O2,414.46,31,21,0.26,5,5,1,118.65,94.70,2.48,2.58,2.83,2.29,2.48,2.53,-4.21,2.58e-02,6.22e-05,Moderately soluble,-4.22,2.51e-02,6.07e-05,Moderately soluble,-6.79,6.77e-05,1.63e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.00,0,0,0,0,0,0.55,0,0,1,3.48
Z144960474,O=C(Nc1cccc(c1)c1nnc2n1CCCCC2)CCn1ncc(=O)c2c1cccc2,C24H24N6O2,428.49,32,21,0.29,6,5,1,123.46,94.70,2.97,2.48,3.22,2.50,2.87,2.81,-4.15,3.04e-02,7.10e-05,Moderately soluble,-4.11,3.30e-02,7.70e-05,Moderately soluble,-7.18,2.84e-05,6.64e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.15,0,0,0,0,0,0.55,0,0,1,3.58
Z1241283913,O=c1cc(CN2CCC[C@H](C2)c2nnc3n2cccc3)c2c(o1)cc1c(c2)CCC1,C24H24N4O2,400.47,30,19,0.38,3,5,0,119.84,63.64,3.65,3.66,3.17,3.52,3.89,3.58,-4.90,5.05e-03,1.26e-05,Moderately soluble,-4.69,8.26e-03,2.06e-05,Moderately soluble,-7.09,3.23e-05,8.05e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,1,2,4.00
Z1273205452,CN(C(=O)[C@@H]1CCCN(C1)c1ncnc2c1ccs2)Cc1nc2ccccc2c(=O)[nH]1,C22H22N6O2S,434.51,31,19,0.32,5,5,1,124.79,123.32,2.93,2.46,2.27,1.97,3.62,2.65,-4.21,2.70e-02,6.20e-05,Moderately soluble,-4.69,8.80e-03,2.02e-05,Moderately soluble,-6.41,1.67e-04,3.85e-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.20,0,0,0,0,0,0.55,0,0,1,3.81
Z1303091240,O=C1NC(=O)[C@@]2(N1)CCC[C@@H]2CNC(=O)[C@]12C[C@@H]3C[C@H](C1)C[C@](C2)(C3)c1ccc(c(c1)C)C,C27H35N3O3,449.59,33,6,0.67,5,3,3,134.18,87.30,3.16,4.04,2.87,3.60,4.49,3.63,-4.98,4.74e-03,1.05e-05,Moderately soluble,-5.58,1.19e-03,2.65e-06,Moderately soluble,-7.32,2.17e-05,4.83e-08,Poorly soluble,High,No,Yes,No,No,No,No,Yes,-6.17,0,1,0,0,0,0.55,0,1,2,6.04
Z1314002620,CC(=O)N1CCCc2c1ccc(c2)NC(=O)C1(CCCC1)NC(=O)c1[nH]nc2c1cccc2,C25H27N5O3,445.51,33,15,0.36,7,4,3,129.88,107.19,2.80,2.88,2.97,2.30,3.43,2.88,-4.29,2.28e-02,5.12e-05,Moderately soluble,-4.79,7.21e-03,1.62e-05,Moderately soluble,-7.19,2.89e-05,6.49e-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.97,0,0,0,0,0,0.55,0,0,1,3.15
Z1744514456,O=C(c1cc(nc2c1cccc2)c1cccnc1)N1CC[C@]2(C1)C(=O)Nc1c2cccc1,C26H20N4O2,420.46,32,22,0.15,3,4,1,128.98,75.19,2.93,2.78,3.08,2.43,4.09,3.06,-4.51,1.30e-02,3.10e-05,Moderately soluble,-4.01,4.06e-02,9.66e-05,Moderately soluble,-8.86,5.79e-07,1.38e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,Yes,-6.89,0,0,0,0,0,0.55,0,0,1,4.04
Z1870846256,O=C(N1CC2(c3c1c(F)ccc3)CCCC2)Cc1n[nH]c(=O)c2c1cccc2,C22H20FN3O2,377.41,28,16,0.32,3,4,1,108.81,66.06,2.49,3.71,3.50,3.95,4.77,3.68,-4.74,6.83e-03,1.81e-05,Moderately soluble,-4.79,6.14e-03,1.63e-05,Moderately soluble,-7.31,1.85e-05,4.90e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,No,No,-5.97,0,0,0,0,0,0.55,0,0,2,3.43
Z14387199,Oc1ccc2c(c1)oc(=O)cc2COC(=O)c1c2CCC/C(=C\c3ccc(cc3)[N+](=O)[O-])/c2nc2c1cccc2,C31H22N2O7,534.52,40,26,0.13,6,8,1,152.23,135.45,3.69,5.31,5.93,3.38,4.61,4.58,-6.58,1.39e-04,2.60e-07,Poorly soluble,-7.91,6.64e-06,1.24e-08,Poorly soluble,-9.77,9.14e-08,1.71e-10,Poorly soluble,Low,No,No,No,Yes,No,No,No,-5.79,1,3,0,2,1,0.55,0,3,2,4.11
Z2524829235,O=C([C@@H]1CCCN1C(=O)c1ccccc1O)N1C[C@H]2CC[C@@H]1[C@@H]1[C@H]2CN(C1)Cc1ccccc1,C28H33N3O3,459.58,34,12,0.50,6,4,1,142.62,64.09,3.76,4.03,2.07,2.96,2.50,3.07,-5.09,3.71e-03,8.06e-06,Moderately soluble,-5.08,3.83e-03,8.34e-06,Moderately soluble,-4.96,5.02e-03,1.09e-05,Moderately soluble,High,Yes,No,No,No,Yes,Yes,Yes,-6.24,0,1,0,0,0,0.55,0,0,2,4.23
Z3396331460,O=C(N[C@H]1CCc2c(C1)cnc(n2)C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C25H27N9O,469.54,35,21,0.36,7,6,3,134.85,124.61,2.61,2.64,2.55,2.31,2.51,2.52,-4.40,1.89e-02,4.01e-05,Moderately soluble,-4.91,5.81e-03,1.24e-05,Moderately soluble,-8.10,3.77e-06,8.04e-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.29,0,1,0,0,0,0.55,0,0,1,4.42
Z3396331658,O=C(Nc1ccc2c(c1)OCC(=O)N2)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C24H22N8O3,470.48,35,21,0.21,7,6,4,135.37,137.16,2.22,2.02,1.99,1.81,1.63,1.93,-4.01,4.58e-02,9.74e-05,Moderately soluble,-4.53,1.40e-02,2.97e-05,Moderately soluble,-7.80,7.37e-06,1.57e-08,Poorly soluble,High,No,Yes,No,Yes,No,No,Yes,-7.74,1,1,0,1,0,0.55,0,0,1,4.01
Z3396332970,O=C(Nc1ccc2c(c1)S(=O)(=O)CC2)NCC[C@@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C24H23N7O3S,489.55,35,21,0.25,7,6,3,134.50,141.35,1.96,2.34,3.64,2.90,1.96,2.56,-4.33,2.28e-02,4.66e-05,Moderately soluble,-4.95,5.52e-03,1.13e-05,Moderately soluble,-8.03,4.59e-06,9.38e-09,Poorly soluble,Low,No,Yes,No,Yes,No,No,Yes,-7.62,0,2,1,1,0,0.55,0,0,1,4.22
Z3396333350,O=C(Nc1cc2OCOc2cc1C)NCC[C@H]1CN(c2c1cccc2)c1ncnc2c1cn[nH]2,C24H23N7O3,457.48,34,21,0.25,7,6,3,129.58,117.29,2.88,3.24,3.27,2.64,2.55,2.91,-4.71,8.87e-03,1.94e-05,Moderately soluble,-5.38,1.92e-03,4.20e-06,Moderately soluble,-7.73,8.58e-06,1.87e-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.79,0,0,0,0,0,0.55,0,0,1,3.99
Z212727826,O=C(N1CCN(CC1)Cc1nc2ccccc2c(=O)[nH]1)Cn1c(=O)oc2c1cccc2,C22H21N5O4,419.43,31,19,0.27,5,6,1,122.69,104.44,2.86,1.16,0.26,1.53,2.15,1.59,-3.29,2.13e-01,5.07e-04,Soluble,-2.95,4.73e-01,1.13e-03,Soluble,-5.80,6.71e-04,1.60e-06,Moderately soluble,High,No,Yes,No,No,Yes,No,Yes,-8.03,0,0,0,0,0,0.55,0,0,1,3.68
Z1160392067,O=C(N[C@@H](c1ccc(cc1)F)Cn1cnc2c1cccc2)NC[C@@H]1CCOc2c1cccc2,C26H25FN4O2,444.50,33,21,0.23,8,4,2,124.53,68.18,3.10,4.00,4.88,3.72,3.92,3.92,-5.06,3.88e-03,8.73e-06,Moderately soluble,-5.13,3.27e-03,7.35e-06,Moderately soluble,-8.53,1.31e-06,2.96e-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.17,0,0,0,0,0,0.55,0,0,3,3.98
Z1626781608,C[C@H](C(=O)N1CC=C(C1)c1cccc2c1cccc2)NC(=O)c1[nH]nc2c1cccc2,C25H22N4O2,410.47,31,19,0.16,6,3,2,125.14,78.09,2.47,3.75,3.38,2.77,4.03,3.28,-4.80,6.43e-03,1.57e-05,Moderately soluble,-5.08,3.39e-03,8.27e-06,Moderately soluble,-7.60,1.04e-05,2.53e-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.14,0,0,0,0,0,0.55,0,0,2,3.55
Z54850602,O=c1c2ccccc2n2c(n1c1ccccc1)nnc2SCc1nc2ccccc2c(=O)[nH]1,C24H16N6O2S,452.49,33,29,0.04,4,5,1,128.22,123.24,3.01,3.41,3.41,3.78,3.38,3.40,-5.18,2.99e-03,6.61e-06,Moderately soluble,-5.68,9.50e-04,2.10e-06,Moderately soluble,-8.36,1.98e-06,4.39e-09,Poorly soluble,High,No,Yes,No,No,Yes,No,No,-6.64,0,0,0,0,0,0.55,0,0,1,3.45
Z4984330290,CNS(=O)(=O)c1cc(CNC[C@@]2(CCOc3c2cc(Cl)cc3)C(=O)Nc2cncc3c2cccc3)ccc1F,C28H26ClFN4O4S,569.05,39,22,0.21,9,8,3,147.38,117.80,3.38,4.14,5.54,2.41,4.59,4.01,-5.80,9.02e-04,1.59e-06,Moderately soluble,-6.32,2.72e-04,4.77e-07,Poorly soluble,-11.15,4.00e-09,7.03e-12,Insoluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.83,1,2,0,0,0,0.55,0,0,3,4.18
Z4984330306,Clc1ccc2c(c1)[C@](CNCc1ccc(nc1)n1ccc(n1)C(=O)N)(CCO2)C(=O)Nc1cncc2c1cccc2,C30H26ClN7O3,568.03,41,27,0.17,9,7,3,154.54,137.05,4.11,3.52,3.67,1.86,3.66,3.36,-5.47,1.91e-03,3.37e-06,Moderately soluble,-6.08,4.70e-04,8.28e-07,Poorly soluble,-10.26,3.14e-08,5.52e-11,Insoluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.27,1,2,0,1,0,0.55,0,0,3,4.39
